check	result	detail	artifact
bl077_capture_contract_probe	PASS	BL-058 consumed BL-077 capture harness contract artifacts	/Users/artbox/Documents/Repos/LocusQ/TestEvidence/bl058_companion_profile_20260317T042349Z_73281/bl077_capture_contract
