attempt	status	terminal_failure_reason	payload_reason_code	payload_failing_check	payload_snippet_path	payload_pointer_path	payload_status	payload_ok	error_reason	result_json
1	fail	selftest_payload_not_ok	failing_check_assertion	UI-P1-026C	/Users/artbox/Documents/Repos/LocusQ/TestEvidence/locusq_production_p0_selftest_20260318T232013Z.payload_failure_snippet.json	/Users/artbox/Documents/Repos/LocusQ/TestEvidence/locusq_production_p0_selftest_20260318T232013Z.json	fail	false	UI-P1-026C: calibration start failed after 4 attempts (timeout=1800ms, poll=25ms, backoffBase=120ms): calibration start [attempt 4/4] timed out after 1800ms (elapsed=1814ms, polls=71); mode=calibrate startSeq=0 startAck=false startCode=none runtimeState=idle stateChip=Ready profileStatus="Calibration run started." runtimeMessage="Idle - press Start to begin calibration" startMessage="n/a"	/Users/artbox/Documents/Repos/LocusQ/TestEvidence/locusq_production_p0_selftest_20260318T232013Z.json
