attempt	status	terminal_failure_reason	payload_reason_code	payload_failing_check	payload_snippet_path	payload_status	payload_ok	error_reason	result_json
1	fail	selftest_payload_not_ok	failing_check_assertion	UI-P1-025E	/Users/artbox/Documents/Repos/LocusQ/TestEvidence/locusq_production_p0_selftest_20260225T223830Z.payload_failure_snippet.json	fail	false	UI-P1-025E: responsive layout settle failed (layout settle timeout variant=base rail=356.0 expected=356.0 header=28.0 lanes=130.0)	/Users/artbox/Documents/Repos/LocusQ/TestEvidence/locusq_production_p0_selftest_20260225T223830Z.json
