attempt	status	terminal_failure_reason	app_pid	app_exit_code	app_signal	app_signal_name	result_wait_seconds	result_json	crash_report_path	error_reason
1	fail	selftest_payload_not_ok	60687	143	15	TERM	7	/Users/artbox/Documents/Repos/LocusQ/TestEvidence/locusq_production_p0_selftest_20260307T042342Z.json		legacy stereo maps topology stereo timed out after 2000ms (elapsed=2022ms, polls=79)
