run	mode	non_fail_checks	fail_checks	todo_rows	artifact_dir
1	execute	21	0	0	/Users/artbox/Documents/Repos/LocusQ-bl073-verify/TestEvidence/bl073_truthfulness_20260303T005659Z/run_1/BL067_execute
