step	status	detail
init	pass	ts=20260223T032039Z
build_dir	pass	/Users/artbox/Documents/Repos/LocusQ/build_local
nonclap_build_dir	pass	/Users/artbox/Documents/Repos/LocusQ/build_no_clap_check
configure_clap	pass	starting
cmake_configure_clap	pass	log=/Users/artbox/Documents/Repos/LocusQ/TestEvidence/bl011_clap_closeout_20260223T032039Z/cmake_configure_clap.log
cmake_build_clap_target	pass	log=/Users/artbox/Documents/Repos/LocusQ/TestEvidence/bl011_clap_closeout_20260223T032039Z/cmake_build_clap_target.log
cmake_build_qa_target	pass	log=/Users/artbox/Documents/Repos/LocusQ/TestEvidence/bl011_clap_closeout_20260223T032039Z/cmake_build_qa_target.log
cmake_build_standalone_target	pass	log=/Users/artbox/Documents/Repos/LocusQ/TestEvidence/bl011_clap_closeout_20260223T032039Z/cmake_build_standalone_target.log
clap_artifact	pass	/Users/artbox/Documents/Repos/LocusQ/build_local/LocusQ_artefacts/Release/CLAP/LocusQ.clap
clap_install_artifact	pass	/Users/artbox/Library/Audio/Plug-Ins/CLAP/LocusQ.clap
standalone_artifact	pass	/Users/artbox/Documents/Repos/LocusQ/build_local/LocusQ_artefacts/Release/Standalone/LocusQ.app
standalone_sync_for_selftest	fail	log=/Users/artbox/Documents/Repos/LocusQ/TestEvidence/bl011_clap_closeout_20260223T032039Z/standalone_sync_for_selftest.log
