BL040-B1-901	0	missing_required_file:index.js
BL040-B1-901	1	BL040-B1-004:pattern_missing
BL040-B1-901	1	BL040-B1-005:pattern_missing
BL040-B1-901	1	BL040-B1-006:missing_patterns
